CodMun;reducao_iptu;isencao_iptu;reducao_issqn;isencao_issqn;isencao_taxas;cessao_terrenos;doacao_terrenos;outros
3305109;Não;Não;Não;Não;Não;Não;Não;Sim
3305133;Não;Não;Não;Não;Não;Não;Sim;Não
3505906;Não;Sim;Não;Não;Não;Não;Não;Não
3506003;Não;Sim;Sim;Não;Não;Não;Não;Não
3509502;Sim;Sim;Sim;Sim;Sim;Não;Não;Não
3509601;Não;Sim;Não;Sim;Sim;Não;Não;Não
3510609;-;-;-;-;-;-;-;-
3510708;Sim;Sim;Não;Não;Sim;Sim;Não;Não
3513702;Não;Não;Não;Não;Não;Sim;Sim;Não
3513801;Sim;Sim;Não;Não;Sim;Não;Não;Não
3516200;Não;Sim;Não;Sim;Sim;Não;Não;Não
3516309;Não;Sim;Não;Não;Sim;Não;Não;Não
3518701;Não;Sim;Não;Sim;Sim;Não;Não;Sim
3518800;Não;Sim;Não;Sim;Não;Não;Não;Não
3523107;Não;Sim;Não;Sim;Não;Não;Não;Sim
3523206;Não;Não;Não;Não;Não;Sim;Não;Não
3525904;-;-;-;-;-;-;-;-
3526001;Não;Não;Não;Não;Não;Sim;Não;Não
3526803;Não;Sim;Sim;Não;Sim;Não;Sim;Não
3526902;Não;Sim;Não;Sim;Sim;Não;Não;Não
3529302;Não;Não;Não;Não;Não;Sim;Sim;Não
3529401;Não;Não;Não;Não;Não;Não;Não;Sim
3530508;Sim;Sim;Sim;Não;Não;Não;Não;Não
3530607;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim
3534302;Sim;Não;Sim;Não;Não;Sim;Não;Não
3534401;Sim;Não;Sim;Não;Não;Não;Não;Não
3538600;Sim;Sim;Sim;Não;Sim;Não;Não;Não
3538709;Não;Sim;Sim;Não;Sim;Não;Sim;Não
3543303;Sim;Sim;Sim;Sim;Sim;Não;Não;Não
3543402;Sim;Sim;Não;Sim;Não;Sim;Sim;Não
3547700;Sim;Não;Não;Não;Não;Não;Não;Não
3547809;Sim;Não;Sim;Não;Não;Não;Não;Sim
3548401;Sim;Não;Não;Não;Não;Não;Não;Não
3548500;Sim;Sim;Sim;Não;Sim;Não;Não;Não
3548708;Sim;Sim;Não;Sim;Sim;Não;Não;Não
3548807;Sim;Sim;Sim;Sim;Sim;Não;Não;Não
3549805;Não;Sim;Não;Não;Não;Não;Não;Não
3549904;Sim;Sim;Sim;Não;Sim;Não;Não;Não
3549953;Sim;Não;Não;Não;Sim;Não;Não;Não
3550209;Não;Não;Não;Não;Não;Sim;Não;Não
3550308;Sim;Sim;Sim;Sim;Não;Não;Não;Sim
3550902;Não;Sim;Não;Não;Não;Não;Não;Não
3551009;Não;Sim;Não;Não;Não;Não;Não;Não
3552205;Sim;Sim;Sim;Sim;Sim;Não;Não;Não
3552304;Não;Sim;Não;Sim;Sim;Sim;Sim;Não
3552304;Não;Sim;Não;Sim;Sim;Sim;Sim;Não
3552403;Sim;Não;Sim;Sim;Sim;Não;Não;Não
3552502;-;-;-;-;-;-;-;-
3552551;Não;Sim;Não;Não;Não;Não;Não;Não
3552700;Não;Sim;Não;Não;Sim;Não;Não;Não
3552809;Sim;Sim;Não;Sim;Sim;Não;Sim;Não
3554003;Não;Sim;Não;Não;Sim;Não;Não;Sim
3554102;Não;Sim;Sim;Sim;Não;Não;Não;Não
4104709;Não;Sim;Não;Não;Não;Não;Não;Não
4104808;Não;Sim;Não;Não;Sim;Não;Não;Sim
4106852;Não;Sim;Não;Não;Não;Não;Não;Não
4106902;Sim;Não;Não;Não;Não;Não;Não;Não
4113601;Sim;Sim;Não;Não;Não;Sim;Sim;Sim
4113700;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não
4115200;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não
4115309;Não;Sim;Não;Sim;Não;Sim;Sim;Não
4117602;Sim;Não;Não;Não;Não;Não;Não;Não
4117701;Sim;Sim;Não;Não;Não;Sim;Sim;Não
4119806;Não;Não;Não;Não;Não;Sim;Sim;Não
4119905;Sim;Sim;Não;Não;Não;Sim;Não;Não
4125456;Não;Não;Não;Não;Não;Não;Não;Sim
4125506;Não;Não;Não;Não;Sim;Não;Não;Sim
4202404;Sim;Sim;Sim;Não;Sim;Não;Não;Sim
4202438;Não;Não;Não;Não;Não;Sim;Não;Não
4205357;Não;Não;Não;Não;Não;Sim;Não;Não
4205407;Sim;Não;Não;Não;Não;Não;Não;Não
4209003;Não;Sim;Não;Não;Não;Não;Não;Não
4209102;Não;Sim;Não;Sim;Sim;Sim;Não;Sim
4213708;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim
4213807;Sim;Não;Não;Não;Não;Não;Não;Não
4304507;Não;Sim;Não;Sim;Sim;Não;Não;Não
4304606;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim
4305009;Não;Não;Não;Não;Não;Sim;Não;Sim
4305108;Não;Sim;Não;Não;Não;Não;Não;Não
4309209;Não;Sim;Não;Sim;Sim;Não;Não;Não
4309258;Não;Não;Não;Não;Não;Sim;Não;Não
4314308;Não;Não;Não;Não;Sim;Sim;Não;Sim
4314407;Sim;Sim;Não;Não;Sim;Não;Não;Não
4314803;Não;Sim;Não;Sim;Sim;Não;Sim;Não
4314902;Sim;Sim;Sim;Não;Sim;Não;Não;Sim
5002605;Sim;Não;Sim;Não;Não;Sim;Sim;Não
5002704;Não;Sim;Sim;Não;Não;Não;Sim;Não
5103379;Não;Não;Não;Não;Não;Sim;Não;Não
5103403;Sim;Sim;Sim;Sim;Sim;Não;Não;Não
5108402;Não;Sim;Não;Sim;Sim;Sim;Não;Não
5108501;Sim;Sim;Sim;Não;Não;Sim;Sim;Não
5200902;Sim;Não;Sim;Não;Não;Sim;Não;Não
5201108;Sim;Sim;Sim;Sim;Sim;Não;Não;Não
5201306;Não;Não;Não;Não;Sim;Sim;Sim;Sim
5201405;Sim;Sim;Sim;Não;Não;Sim;Não;Sim
5208608;Não;Não;Não;Sim;Sim;Sim;Sim;Sim
5208707;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não
5222302;Não;Não;Não;Não;Não;Sim;Não;Não
5300108;Sim;Não;Não;Não;Não;Sim;Não;Sim
